No,Title,Inventors,Applicants,Publication number,Earliest priority,IPC,CPC,Publication date,Earliest publication,Family number
424,cilindro pré-laser para aplicação uniforme de verniz e alto ou baixo relevo em chapas de mdf ou mdp,JULIANA RANGEL GONÇALVES [BR],JTG SILICONES E GRAVACOES A LASER LTDA [BR],BR102019014869A2,2019-07-18,"B05C19/00 
B44C1/00",,2021-01-26,2021-01-26,74504614
425,"processo de produção e composição tópica para redução, prevenção e tratamento da alopecia","ELISANGELA FÁTIMA DA SILVA [BR] 
FREDERIC JEAN GEORGES FREZARD [BR] 
ROBSON AUGUSTO DE SOUZA SANTOS [BR]","ALAMANTEC PESQUISA E DESENVOLVIMENTO LTDA [BR] 
LACCOS IND DE COSMETICOS LTDA [BR] 
UNIV MINAS GERAIS [BR]",BR102019006531A2,2019-03-30,"A61K8/55 
A61K8/64 
A61Q7/00","A61K8/553 (BR) 
A61K8/64 (BR) 
A61Q7/00 (BR)",2021-01-26,2021-01-26,74504646
426,"resina inorgânica, processo de fabricação de resina inorgânica, material de atrito, processo de fabricação de material de atrito, uso de resina inorgânica, uso de material de atrito, pastilha de freio, lona de freio e sapata de freio","ALEXANDRE CASARIL [BR] 
CARLOS HENRIQUE SELLE PEREIRA [BR] 
ROBINSON CARLOS DUDLEY CRUZ [BR]","FRAS LE S A [BR] 
FUNDACAO UNIV DE CAXIAS DO SUL [BR]",BR102019014855A2,2019-07-18,"F16D65/04 
F16D69/02 
B29L31/16","C04B28/00 (EP) 
F16D65/04 (EP) 
F16D69/02 (EP)",2021-01-26,2021-01-21,74209633
427,protetor audio visual,JOSÉ AUGUSTO AMORIM [BR],JOSE AUGUSTO DE AMORIM [BR],BR202019014271U2,2019-07-10,A61F11/14,,2021-01-19,2021-01-19,74504336
428,disposição construtiva aplicada em prendedor de roupas,LUCAS BONIMASSO MARTINS DA SILVA [BR],AMPLAST IND E COMERCIO DE ARTEFATOS PLASTICOS LTDA [BR],BR202019014809U2,2019-07-18,D06F55/02,,2021-01-26,2021-01-26,74504676
429,sonda para análise de parâmetros e controle de efluentes,"DANILLO ROBERTO PEREIRA [BR] 
ROBERTO KIYOSHI ITO [BR]",ASSOCIACAO PRUDENTINA DE EDUCACAO E CULTURA APEC [BR],BR102019018637A2,2019-09-09,G01N7/14,G01N7/14 (BR),2021-01-19,2021-01-19,74504392
430,disposição em caixa para a retenção de telefones celulares e assemelhados,FRANK WILLIAN GUIMARÃES [BR],FRANK WILLIAN GUIMARAES [BR],BR202019014845U2,2019-07-18,"H04B1/3888 
H04M1/19","H04B1/3888 (BR) 
H04M1/19 (BR)",2021-01-19,2021-01-19,74504439
431,disposição aplicada em trambulador de veículos automotores,MATHEUS PRADO SILVA [BR],MATHEUS PRADO SILVA [BR],BR202019013899U2,2019-07-04,"B60K17/08 
B60K20/00 
F16H57/00 
F16H57/04 
F16H61/00","B60K17/08 (BR) 
B60K20/00 (BR) 
F16H57/04 (BR) 
F16H2057/0075 (BR) 
F16H2061/0062 (BR)",2021-01-12,2021-01-12,74502106
432,aperfeiçoamento introduzido em conjunto de trela para prática de surfe,RODRIGO DOS SANTOS [BR],RODRIGO DOS SANTOS [BR],BR202019014002U2,2019-07-05,B65H75/40,B65H75/40 (BR),2021-01-12,2021-01-12,74502165
433,sinalizador de segurança veicular,ELIO YUKIO MORI [BR],ELIO YUKIO MORI [BR],BR102019014189A2,2019-07-09,B60Q7/00,B60Q7/00 (BR),2021-01-19,2021-01-19,74504389
434,disposição aplicada em filtro para transformação de uma lente esférica em uma lente anamórfica,CARLOS FREDERICO RANGEL DE SOUZA [BR],CARLOS FREDERICO RANGEL DE SOUZA [BR],BR202019014358U2,2019-07-11,G03B11/00,,2021-01-19,2021-01-19,74504327
435,manipulador de alça de lente,JEAN MARY RIBEIRO GUIMARÃES [BR],ODUS INSTR LTDA [BR],BR102019014540A2,2019-07-15,A61F9/007,,2021-01-26,2021-01-26,74504622
436,aperfeiçoamento introduzido em válvula de bloqueio absoluto,ANTONIO HERERA FILHO [BR],ANTONIO HERERA FILHO [BR],BR102019014523A2,2019-07-15,"F16K15/04 
F16L55/10 
F16L55/105","F16K15/04 (BR) 
F16L55/10 (BR) 
F16L55/105 (BR)",2021-01-26,2021-01-26,74504605
437,"formulação de fluido a base óleo aditivado nanotecnologicamente, não tóxico e biodegradável",SAULO SANTOS BORGES [BR],"S & V CONSULTORIA EM FLUIDOS DE PERFURACAO E COMPLETACAO LTDA [BR] 
SAULO SANTOS BORGES [BR]",BR102019014769A2,2019-07-17,"C09K8/035 
C09K8/28 
C09K8/32 
C10M101/00","C09K8/035 (BR) 
C09K8/28 (BR) 
C09K8/32 (BR) 
C10M1/08 (BR)",2021-01-19,2021-01-19,74504385
438,disposição construtiva introduzida em banqueta,GUIOMAR LOPES DE ALENCAR RODRIGUES [BR],GUIOMAR LOPES DE ALENCAR RODRIGUES [BR],BR202019015065U2,2019-07-22,"A47C3/00 
A47C4/02",,2021-01-26,2021-01-26,74504683
439,câmara de combustão de turbina a gás para operação com combustível gasoso de baixo poder calorífico,"GABRIEL FERREIRA DA SILVA [BR] 
HELCIO FRANCISCO VILLA NOVA [BR] 
LUCAS DE PAULA PANNACE [BR] 
MARCELO JOSÉ PIRANI [BR]",UNIFEI UNIV FEDERAL DE ITAJUBA [BR],BR202019014711U2,2019-07-17,F23R3/42,F23R3/42 (BR),2021-01-26,2021-01-26,74504680
440,acoplamento mecânico,ELIEZER PREVIDI VIEIRA DE BARROS [BR],ELIEZER PREVIDI VIEIRA DE BARROS [BR],BR102019013798A2,2019-07-03,"F15B13/08 
F16D3/16",F16D3/74 (EP),2021-01-12,2021-01-12,74113515
441,bloqueador mecânico de imagens e sons em aparelho de telefonia celular,MARCELO LINHARES GATTI [BR],MARCELO LINHARES GATTI [BR],BR102019014233A2,2019-07-09,"H04B1/3888 
H04M1/02 
H04W12/02","H04B1/3888 (BR) 
H04M1/0235 (BR) 
H04M1/0264 (BR) 
H04W12/02 (BR)",2021-01-19,2021-01-19,74504412
442,embalagem modular,ALBANO SCHMIDT [BR],TERMOTECNICA LTDA [BR],BR102019013029A2,2019-06-24,"B65D81/05 
B65D85/30","B65D81/053 (BR) 
B65D85/30 (BR) 
B65D2585/6815 (BR)",2021-01-05,2021-01-05,74214923
443,"dispositivo para manipulação de produtos em contenedores, únicos ou agrupados, baseado em movimentação por pressão elástica na parte superior dos contenedores",JOSÉ BERNARDO SANMARTIN [BR],MAQU SANMARTIN LTDA [BR],BR102019012951A2,2019-06-21,B65G41/00,B65G41/001 (BR),2021-01-05,2021-01-05,74214917
444,disposição introduzida em placa blackout para tomadas de energia elétrica,MARCELO DOUGLAS SOARES BELCHIOR [BR],MARCELO DOUGLAS SOARES BELCHIOR 85296538153 ME [BR],BR202019013340U2,2019-06-27,H01H9/02,H01H9/02 (BR),2021-01-05,2021-01-05,74502051
445,processo de liga quasicristalina a partir de material reciclável e congêneres,"BRUNO ALESSANDRO SILVA GUEDES DE LIMA [BR] 
DANIELLE GUEDES DE LIMA CAVALCANTE [BR] 
FRANKLIN LACERDA DE ARAÚJO FONSECA JÚNIOR [BR] 
RODINEI MEDEIROS GOMES [BR] 
TIBÉRIO ANDRADE DOS PASSOS [BR]",UNIV FEDERAL PARAIBA [BR],BR102019013352A2,2019-06-27,"C22C1/02 
C22C21/02","C22C1/02 (BR) 
C22C21/02 (BR)",2021-01-05,2021-01-05,74501976
446,disposição construtiva em lustre,"ELISEU MOYA RODRIGUES [BR] 
JOEL MARTINS DE SOUZA [BR]",ASSOCIACAO FRATELUZ [BR],BR202020016275U2,2020-08-10,F21V21/10,F21V21/10 (BR),2021-01-05,2021-01-05,74502041
447,instalação do condensador e da torre de resfriamento a ar de usina termoelétrica sobre uma estrutura vertical e instalação de uma turbina hidráulica no solo,OSVALDO DALLA COLETTA [BR],OSVALDO DALLA COLETTA [BR],BR202019013639U2,2019-06-30,"F03B17/06 
F03D9/00 
F03D9/10 
F03D9/37 
F03G7/06","F03D9/37 (BR) 
F03B17/06 (BR) 
F03D9/008 (BR) 
F03D9/10 (BR) 
F03G7/06 (BR) 
Y02E10/20 (EP) 
Y02E10/72 (EP) 
Y02E10/728 (EP) 
Y02E70/30 (EP)",2021-01-12,2021-01-12,74502103
448,vidro sodo-cálcico produzido com a utilização integral dos resíduos de lavra e beneficiamento de rochas ornamentais (lbro) e processo de fabricação em baixa temperatura de vitrificação como proposta de disponibilização sustentável deste resíduo e redução do impacto ambiental,"EDUARDO FERREIRA NEVES [BR] 
GILSON SILVA FILHO [BR] 
HÉLIO GUSTAVO SANTOS [BR] 
ISADORA ANDRADE BASTOS [BR] 
LARA ALTOÉ DARÓS [BR] 
OTONIEL DE AQUINO AZEVEDO [BR] 
RENATO RIBEIRO SIMAN [BR]","FUND DE AMPARO A PESQUISA E INOVACAO DO ESPIRITO SANTO [BR] 
GILSON SILVA FILHO [BR] 
ISADORA ANDRADE BASTOS [BR] 
OTONIEL DE AQUINO AZEVEDO [BR] 
UNIAO SOCIAL CAMILIANA [BR] 
UNIV FEDERAL DO ESPIRITO SANTO [BR]",BR102019014877A2,2019-07-18,"C03C3/06 
C03C6/10",,2021-01-26,2021-01-26,74504651
449,conjunto de perfis para montagem e fixação de vitral e congêneres,NIVALDO MANTUAN JUNIOR [BR],NIVALDO MANTUAN JUNIOR [BR],BR102020017101A2,2020-08-21,"E06B3/58 
E06B3/64","E06B3/585 (BR) 
E06B3/64 (BR)",2021-01-19,2021-01-19,74504322
450,enxada para jardinagem e correlato,CARLOS RUBEN ARIEL NAFTAL [BR],CARLOS RUBEN ARIEL NAFTAL [BR],BR102019014073A2,2019-07-08,"A01B1/02 
A01B1/16",,2021-01-19,2021-01-19,74504360
451,"sistema de veiculação de dados, notícias e publicidade através de circuito interno de tv com foco no seguimento do agronegócio","EMANUEL NASSER LINS DE RESENDE REIS [BR] 
INÁCIO LINS DE RESENDE REIS [BR]",GUSTAVO TOMAZ DE SA [BR],BR102019014153A2,2019-07-09,"G06Q50/02 
G09F27/00","G09F27/00 (BR) 
G09F2027/002 (BR)",2021-01-19,2021-01-19,74504387
452,método e arquitetura para multiplexação de conteúdo e conectividade avançada em receptores de televisão digital no padrão isdb-t,"AGUINALDO DA SILVA [BR] 
EDDIE BATISTA DE LIMA FILHO [BR] 
JEFERSON BENTES DA COSTA [BR] 
ROMULO DE SOUZA FABRICIO JUNIOR [BR]",ENVISION IND DE PRODUTOS ELETRONICOS LTDA [BR],BR202019014130U2,2019-07-08,"H04N21/242 
H04N21/41","H04N21/242 (BR) 
H04N21/4126 (BR)",2021-01-12,2021-01-12,74502159
453,nanocompósito polimérico para embalagens de alimentos,"GLÓRIA MARIA VINHAS [BR] 
IVO DIEGO DE LIMA SILVA [BR] 
LEANDRO ARAÚJO DE AZEVEDO [BR] 
MARCOS VINÍCIUS DA SILVA PAULA [BR] 
ROBERTA CLÁUDIA SANTOS NEVES [BR] 
SEVERINO ALVES JUNIOR [BR]",UNIV PERNAMBUCO FEDERAL [BR],BR102019013811A2,2019-07-03,"B65D65/46 
C08K3/02 
C08L67/04","B65D65/466 (BR) 
C08L67/04 (BR) 
C08K2003/023 (BR) 
Y02W90/10 (EP)",2021-01-12,2021-01-12,74502077
454,painéis estruturais do tipo sanduíche reforçados por fibras naturais,"CARLOS EDUARDO PINTO LOPES [BR] 
ROBERTO TETSUO FUJIYAMA [BR]",UNIV FEDERAL PARA [BR],BR202019014430U2,2019-07-11,B32B23/04,B32B23/04 (BR),2021-01-19,2021-01-19,74504442
455,dispositivo posicionador de sementes aplicado em plantadeiras agrícolas,"PEDRO LUIS PEREIRA COUTO [BR] 
THIAGO DE CARVALHO RIBEIRO [BR]","PEDRO LUIS PEREIRA COUTO [BR] 
THIAGO DE CARVALHO RIBEIRO [BR]",BR112020019701A2,2018-03-28,"A01C7/04 
A01C7/20","A01C19/02 (EP) 
A01C7/04 (EP) 
A01C7/082 (US) 
A01C7/128 (US) 
A01C7/20 (EP) 
A01C7/206 (US) 
F16H37/065 (US) 
F16H2702/02 (US)",2021-01-05,2019-10-03,68062424
456,"combinações, kit e método de revestimento das unhas e/ ou unhas postiças","ALINE GRECCO FRANCO [BR] 
AMANDA REZENDE MIRANDA [BR] 
MARCOS BOTELHO DOS SANTOS BEZERRA [BR] 
RENATA RIBON MELO [BR]",OREAL [FR],BR112020022014A2,2018-06-18,"A61K8/37 
A61K8/73 
A61K8/84 
A61Q3/02","A61K8/37 (EP) 
A61K8/731 (EP) 
A61K8/84 (EP) 
A61Q3/02 (EP) 
A61K2800/5922 (EP) 
A61K2800/594 (EP) 
A61K2800/87 (EP) 
A61K2800/884 (EP)",2021-01-26,2019-12-26,62816278
457,equipamento para aplicação de um agente adesivo em uma superfície,VALÉRIO DUARTE MARTINS [BR],"MARCOS PAULO MIRANDA DE OLIVEIRA [BR] 
VALERIO DUARTE MARTINS [BR]",BR202019013280U2,2019-06-26,E04F21/02,E04F21/02 (BR),2021-01-05,2021-01-05,74502021
458,"compostos benzocalcogenodiazola, materiais híbridos do tipo orgânico-inorgânico e usos","ANGÉLICA VENTURINI MORO [BR] 
FABIANO SEVERO RODEMBUSCH [BR] 
ROGER KAINANBRAUN [BR] 
VICTÓRIA GOULART ISOPPO [BR]",UNIV FEDERAL RIO GRANDE SUL [BR],BR102019014043A2,2019-07-05,"C07D419/04 
C07D419/14 
C09K11/06","C07D419/04 (BR) 
C07D419/14 (BR) 
C09K11/06 (BR)",2021-01-19,2021-01-19,74504355
459,"processo de modificação genética de leveduras saccharomyces industriais com transportadores de sacarose mutantes, e seu uso em processos fermentativos com sacarose ou misturas de sacarose com glicose ou outros monosacarìdeos","ANDRÉA SANCHES FERNANDES [BR] 
AUGUSTO BUCKER [BR] 
BORIS JUAN CARLOS UGARTE STAMBUK [BR] 
DANIELLA HELENA HOCK [BR] 
DEBORA TRICHEZ [BR] 
GABRIELA MULLER [BR] 
JULIETA BARBOSA MONTEIRO [BR] 
LUCIANO SANCHES FERNANDES [BR] 
MARLENE APARECIDA DEMENIS BAPTISTELLA [BR] 
MARÍLIA MARQUES KNYCHALA [BR] 
MYLENA FERNANDES [BR] 
RAFAEL QUEIROZ [BR] 
SIDMARA CRISTINA CARVALHO SILVA [BR] 
TÚLIO SOUBHIA RIBEIRO [BR] 
VICTOR RIBEIRO DE GODOY [BR] 
WALTER DI MASTROGIROLAMO [BR]","CERRADINHO ACUCAR ETANOL E ENERGIA S A [BR] 
UNIV FEDERAL SANTA CATARINA [BR]",BR102019013703A2,2019-07-02,"C12N1/19 
C12N15/31 
C12N15/63 
C12N15/81 
C12P7/08",,2021-01-12,2021-01-12,74502089
460,"escudo para proteção contra aerossóis e gotículas em procedimentos médicos, odontológicos e estéticos","EDUARDO LIMA COSTA [BR] 
ROBERTO QUEIRÓZ MARTINS ALCÂNTARA [BR]",ANGELUS IND DE PRODUTOS ODONTOLOGICOS S/A [BR],BR202020017269U2,2020-08-24,A61C1/16,A61C1/16 (BR),2021-01-19,2021-01-19,74504432
461,dispositivo aplicado na produção de estacas de torpedos de plataformas de petroleo,CLEBER WILSON [BR],"CLEBER WILSON [BR] 
ROGERIA CARLA LIMA NASCIMENTO [BR]",BR202019013800U2,2019-07-03,E02B17/00,E02B17/00 (BR),2021-01-12,2021-01-12,74502151
462,sistema de propulsão autossuficiente adaptável a motores a combustão,"HÉLIO PINHEIRO TAVARES [BR] 
SAMUEL PINHEIRO TAVARES [BR]","HELIO PINHEIRO TAVARES [BR] 
SAMUEL PINHEIRO TAVARES [BR]",BR102016007786B1,2016-04-07,B60K3/02,B60K3/02 (BR),2021-01-19,2021-01-19,74504319
463,sistema de alimentação móvel para animais confinados,"AMAURI LOPES [BR] 
CAROLINE SCHUMANN [BR] 
CASSIANO PINZON [BR] 
CHARLES MAICON FITLER [BR] 
CÍCERO MADALOZZO SALVADORI [BR] 
DANIEL SEBBEN GIONGO [BR] 
DIOGO PIETA FROSI [BR] 
DOUGLAS DE BARROS [BR] 
FERNANDO MOGNON [BR] 
FRANCIELE RODRIGUES RIBAS [BR] 
GABRIEL DEBARBA BARONI [BR] 
GABRIELA TONIN BISOLO [BR] 
GIOVANNI CORBARI GASPARINI [BR] 
KELLY SUBTIL DA ROSA [BR] 
LELIO FRITSCH FILHO [BR] 
LUCAS EDUARDO NASCIMENTO DA SILVA [BR] 
LUIZ CARLOS FERRON JUNIOR [BR] 
PEDRO HENRIQUE BENEDETI [BR] 
RODRIGO OTAVIO DE OLIVEIRA [BR] 
WILLIAM AVILA FERREIRA OLIVEIRA [BR]",INST FEDERAL SUL RIO GRANDENSE [BR],BR102019013547A2,2019-06-28,"A01K5/00 
A01K5/02","A01K5/004 (BR) 
A01K5/0258 (BR)",2021-01-05,2021-01-05,74501983
464,sistema de logística para entregar e retirar encomendas em domicílio,GERALDO LUIZ YOSHIZAWA [BR],LIMELOCKER LAVANDERIA E SERVICOS LTDA [BR],BR102020002397A2,2020-02-04,G06Q30/06,G06Q30/06 (BR),2021-01-05,2021-01-05,74501998
465,caixa de terminação e derivação óptica,THIAGO DECONTO VIERA [BR],FURUKAWA ELECTRIC LATAM S A [BR],BR102019014363A2,2019-07-11,"G02B6/44 
H01R13/502","G02B6/44 (EP) 
G02B6/48 (EP)",2021-01-19,2021-01-14,74113847
466,disposição construtiva introduzida em semirreboque para transporte rodoviário de motocicletas,ADAURI FERNANDO MUNHOZ [BR],MOTOLINER AMAZONAS LTDA [BR],BR202019014361U2,2019-07-11,"B62D53/06 
B62D63/08",,2021-01-19,2021-01-19,74504433
467,disposição construtiva introduzida em dispositivo de dobra e torção de peças de alumínio,"CLEUDILAINE MEDEIROS FERREIRA CASTRO [BR] 
JOSE THIAGO CASTRO DA SILVA [BR]",IGECAST METALURGICA LTDA EPP [BR],BR202019014741U2,2019-07-17,B21D7/024,B21D7/024 (BR),2021-01-26,2021-01-26,74504677
468,monitoramento in line para controle de produção de hidróxidos duplos lamelares por infravermelho próximo,"AMANDA DAMASCENO LEÃO [BR] 
JABSON HERBER PROFIRO DE OLIVEIRA [BR] 
JOSÉ LAMARTINE SOARES SOBRINHO [BR] 
LEANDRO DE MOURA FRANÇA [BR] 
MÔNICA FELTS DE LA ROCA SOARES [BR]",UNIV PERNAMBUCO FEDERAL [BR],BR102019013961A2,2019-07-05,C12M1/34,C12M41/32 (BR),2021-01-19,2021-01-19,74504342
469,sistema e método para personalização de taxa de entrega no comércio eletrônico,LEONARDO DE SOUZA BORGES [BR],LEONARDO DE SOUZA BORGES [BR],BR102019013150A2,2019-06-25,"G06Q10/08 
G06Q20/12 
G06Q30/02","G06Q10/08 (BR) 
G06Q10/083 (BR) 
G06Q20/12 (BR) 
G06Q30/02 (BR)",2021-01-05,2021-01-05,74214938
470,módulos de proteção para eletrônica embarcada e método de interconexão,"ANDRÉ VIEGAS WENTZ [BR] 
CRISTIANE MIOTO BECKER [BR] 
EDUARDO GERHARDT [BR] 
ENZO COSTAMILAN [BR] 
HUGO FRANCISCO LISBOA SANTOS [BR]","PETROLEO BRASILEIRO SA PETROBRAS [BR] 
SERVICO NAC DE APRENDIZAGEM INDUSTRIAL SENAI [BR]",BR102019013128A2,2019-06-24,"G01D11/24 
G02B6/36 
H02G15/14 
H05K7/14","E21B47/017 (EP) 
G01D11/24 (EP) 
G02B6/36 (EP) 
H02G15/14 (EP) 
H05K5/06 (EP) 
H05K7/14 (EP)",2021-01-05,2020-12-30,74060467
471,método de predição e reconstrução de sequências temporais de dados codificados: aplicações em segurança da informação,"DARIO JOSÉ ALOISE [BR] 
FRANCISCO MARCOS DA COSTA MONTEIRO [BR] 
HAROLD IVAN ANGULO BUSTOS [BR] 
JOYCE CLAINE PEREIRA FREITAS [BR]",UNIV DO ESTADO DO RIO GRANDE DO NORTE UERN [BR],BR102019013477A2,2019-06-28,G06T9/00,G06T9/00 (BR),2021-01-05,2021-01-05,74502009
472,"proteína recombinante, kit para diagnóstico da leishmaniose visceral humana e canina, composição vacinal contra leishmaniose e usos","DANIELLA CASTANHEIRA BARTHOLOMEU [BR] 
FRANCISCO PEREIRA LOBO [BR] 
JOÃO LUÍS REIS CUNHA [BR] 
LILIAN LACERDA BUENO [BR] 
LUCAS DE CARVALHO DHOM LEMOS [BR] 
MARIANA SANTOS CARDOSO [BR] 
RICARDO TOSHIO FUJIWARA [BR] 
TIAGO ANTÔNIO DE OLIVEIRA MENDES [BR] 
WILLIANE FERNANDA SIQUEIRA [BR]","FUND DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS [BR] 
UNIV MINAS GERAIS [BR]",BR132017028144E2,2017-12-26,"A61P33/02 
C12N15/30 
G01N33/53",,2021-01-05,2021-01-05,74501993
473,engenhoca para pesca noturna de siri no lameirão,JEAN CARLOS CORREA ANDRADE [BR],JEAN CARLOS CORREA ANDRADE [BR],BR202019013887U2,2019-07-04,A01K75/02,A01K75/02 (BR),2021-01-12,2021-01-12,74502122
474,"coluna separadora de impurezas com sistema rotativo, para uso em grãos, sementes e outros produtos provenientes dos processos produtivos da agricultura e da indústria em geral","IAGO PORTAZIO COCA [BR] 
LUAN PORTAZIO COCA [BR]",ALCOBERING CONSULTORIA EM REVESTIMENTO DE SEMENTES LTDA ME [BR],BR132019012361E2,2019-06-17,"A01D63/02 
A01F12/30 
A23F5/16 
B02B3/10",,2021-01-12,2021-01-12,74502173
475,dressador de rebolo com refrigeração interna,LUCIANE DE ARAUJO RODRIGUES [BR],CLV TREINAMENTO E ASSESSORIA IND LTDA [BR],BR202019013951U2,2019-07-04,"B24D5/10 
B24D7/10",,2021-01-12,2021-01-12,74502128
476,conversor de sinais de entrada com fio para central sem fio,FLÁVIO APARECIDO PERES [BR],FLAVIO APARECIDO PERES [BR],BR102019014303A2,2019-07-10,"G05B19/408 
H04W84/18","G05B19/408 (BR) 
H04W84/18 (BR)",2021-01-19,2021-01-19,74504400
477,dispositivo de ensaio do labirinto e sistema para simulação do comportamento de labirintos de turbinas,"ANA LETICIA PILZ DE CASTRO [BR] 
CARLOS BARREIRA MARTINEZ [BR] 
EDNA MARIA VIANA [BR] 
MILA CORRÊA SAMPAIO [BR] 
STENIO AUGUSTO DE SOUZA COELHO [BR]",UNIV MINAS GERAIS [BR],BR102019013739A2,2019-07-02,"F01D11/00 
F01D25/16 
F03B13/06","Y02E10/20 (EP) 
Y02E60/16 (EP)",2021-01-12,2021-01-12,74502101
478,sistema de enxague para linha de envase de latas e equipamento de ajuste e rotação das latas,"JONATHAN WILLIAN DE MEDEIROS [BR] 
WILLIAN SARAIVA SILVA [BR]","JONATHAN WILLIAM DE MEDEIROS [BR] 
WILLIAN SARAIVA SILVA [BR]",BR102019014674A2,2019-07-16,"B08B9/08 
C23G3/00",,2021-01-26,2021-01-26,74504638
479,disposição construtiva aplicada em campo cirúrgico para parto cesárea,"LUCIANA ANTÃO DE VASCONCELOS TALIBERTI SALVIO [BR] 
MÔNICA COSTA MONTEIRO DE RESENDE [BR]",CLINICA MEDICA TRINA LTDA [BR],BR202019013839U2,2019-07-03,A61B46/23,A61B46/23 (BR),2021-01-12,2021-01-12,74502112
480,"caixa para conexão de energia, rede e imagens, com tampa basculante tripartida.",LEANDRO CARDOSO DE VASCONCELOS [BR],LEANDRO CARDOSO DE VASCONCELOS [BR],BR202019014312U2,2019-07-10,H02G3/08,H02G3/08 (BR),2021-01-19,2021-01-19,74504339
481,aperfeiçoamento introduzido em expositor para revestimentos cerâmicos,JUCEMAR SILVA DA ROSA [BR],JOTA SILVA MOVEIS E SERVICOS LTDA [BR],BR202019013134U2,2019-06-25,A47F3/00,A47F3/00 (BR),2021-01-05,2021-01-05,74502042
482,transportador mecânico para transferência e dosagem gradativa de insumos sólidos e secos,VERA LUCIA FERREIRA BENETTI [BR],VERA LUCIA FERREIRA BENETTI [BR],BR102019013163A2,2019-06-25,"A01K5/00 
A01K5/02 
G01F13/00",,2021-01-05,2021-01-05,74214939
483,dispositivo para geração de vapor a partir de um forno de queima de produtos cerâmicos para utilização do vapor como força motriz,JOSÉ SEBASTIÃO DOS SANTOS [BR],JOSE SEBASTIAO DOS SANTOS [BR],BR102020000095A2,2020-01-03,"F22B1/00 
F22B1/02 
F22B1/18",,2021-01-05,2021-01-05,74501996
484,apoio para costas portátil,EDUARDO TAVARES NOBRE VARELLA [BR],EDUARDO TAVARES NOBRE VARELLA [BR],BR202019014744U2,2019-07-17,A47C16/00,A47C16/005 (BR),2021-01-19,2021-01-19,74504331
485,antena log dotada de aletas de captação dobráveis,MARCIO LUIZ BEDIN [BR],M L BEDIN & CIA LTDA ME [BR],BR202019014717U2,2019-07-17,H01Q1/08,H01Q1/08 (BR),2021-01-26,2021-01-26,74504687
486,chama garçom de baixo custo com opção sofisticada do kit para torná-lo luminoso,DENIS MALTA FERRAZ FILHO [BR],DENIS MALTA FERRAZ FILHO [BR],BR202019014306U2,2019-07-10,A47G23/00,,2021-01-19,2021-01-19,74504326
487,produção de espumas biopoliméricas liofilizadas contendo produtos naturais,"JULIANO ELVIS DE OLIVEIRA [BR] 
PEDRO HENRIQUE SOUZA CÉSAR [BR] 
SILVANA MARCUSSI [BR]","FUND DE AMPARO A PESQUISA DE MINAS GERAIS [BR] 
UNIV FEDERAL LAVRAS [BR]",BR102019014530A2,2019-07-15,A61L15/34,A61L15/34 (BR),2021-01-19,2021-01-19,74504380
488,coberturas e filmes bioativos para controle sanitário e preservação de ovos,"BRUNO DO AMARAL CRISPIM [BR] 
CHAIANE REGINA RECH [BR] 
EDUARDO JOSÉ DE ARRUDA [BR] 
KELLY MARI PIRES DE OLIVEIRA [BR] 
LUIZ FERNANDO GORUP [BR] 
RENATA PIRES DE ARAÚJO [BR] 
SILVIA MARIA MARTELLI [BR] 
TAIANE ALMEIDA E SILVA [BR]",UNIV FEDERAL DA GRANDE DOURADOS [BR],BR102019014216A2,2019-07-09,A23B5/06,A23B5/06 (BR),2021-01-19,2021-01-19,74504402
489,ponta aplicadora de eletroporação para procedimento de eletroquimioterapia,CARLOS HENRIQUE MACIEL BRUNNER [BR],EQT EQUIPAMENTOS E TECNOLOGIA LTDA [BR],BR102019013578A2,2019-06-28,A61N1/18,"A61N1/0412 (EP) 
A61N1/0502 (EP) 
A61N1/18 (BR) 
A61N1/327 (EP)",2021-01-05,2020-12-30,71016323
490,"nanopartículas metálicas suportadas, processo e uso","FERNANDA GOMES DE MENDONÇA [BR] 
GUSTAVO MORARI DO NASCIMENTO [BR] 
HUMBERTO OSÓRIO STUMPF [BR] 
RAQUEL VIEIRA MAMBRINI [BR] 
WALACE DOTI DO PIM [BR]","CENTRO FED DE EDUCACAO TECNOLOGICA DE MINAS GERAIS [BR] 
FUNDACAO UNIV FEDERAL DO ABC [BR] 
UNIV MINAS GERAIS [BR]",BR102019013827A2,2019-07-03,"B01D15/00 
B01J20/24 
B82Y30/00",,2021-01-12,2021-01-12,74502069
491,chave de emergencia hermética com proteção tripla ip-67,JOÃO BATISTA LIMA [BR],JOAO BATISTA LIMA [BR],BR202019014245U2,2019-07-10,B65G43/00,,2021-01-12,2021-01-12,74502157
492,disposição aplicada em perfil para cobertura de esteira transportadora.,ELIAS FRANCISCO DA SILVA [BR],ELIAS FRANCISCO DA SILVA [BR],BR202019013999U2,2019-07-05,B65G17/30,B65G17/30 (BR),2021-01-12,2021-01-12,74502140
493,plataforma de colheita agrícola,ASSIS STRASSER [BR],GTS DO BRASIL LTDA [BR],BR102019014198A2,2019-07-09,"A01D45/02 
A01D47/00","A01D45/021 (BR) 
A01D47/00 (BR)",2021-01-19,2021-01-19,74504397
